loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-101534,B-58033,Auto,2023-09-02,2028-08-06,9288.03,3569.14,0.0749,60,LA,Major Purchase,G,10 years,<50k,Late (31-120 days),84,Gamma Collections,2025-07-16,2024-03-23,Available,Manual
L-101535,B-82139,Personal,2021-11-08,2024-10-23,405378.73,209990.88,0.1147,36,UT,Debt Consolidation,B,17 years,>150k,Late (31-120 days),123,Alpha Servicing,2022-12-28,2024-08-12,Missing,OriginatePro
L-101536,B-80521,Mortgage,2019-02-02,2024-01-07,158969.25,112830.6,0.0986,60,OK,Other,G,1 years,<50k,Late (16-30 days),24,Alpha Servicing,2021-06-19,2024-05-28,Expired,OriginatePro
L-101537,B-43962,Mortgage,2019-12-10,2029-10-18,457790.31,83426.37,0.103,120,MS,Medical Expenses,D,7 years,<50k,Closed,0,Alpha Servicing,2020-07-04,2024-02-17,Pending,OriginatePro
L-101538,B-71889,Mortgage,2021-04-24,2024-04-08,495122.39,-500.0,0.0782,36,IL,Home Improvement,A,10 years,100k-150k,Late (31-120 days),81,Alpha Servicing,2021-07-27,2024-06-08,Available,OriginatePro
L-101539,B-17718,Personal,2021-04-30,2024-04-14,227641.22,119798.27,0.1106,36,CT,Debt Consolidation,E,13 years,100k-150k,Charged Off,171,Gamma Collections,2023-04-09,2024-06-11,Expired,Manual
L-101540,B-66643,Mortgage,2023-01-01,2022-01-01,494036.9,169385.82,0.124,120,WV,Home Improvement,E,18 years,<50k,Late (16-30 days),22,Gamma Collections,2022-06-19,2024-03-02,Expired,LendingWeb
L-101541,B-99710,Auto,2019-02-26,2022-02-10,212578.75,39053.53,0.1134,36,MO,Other,D,19 years,<50k,Current,0,Alpha Servicing,2021-09-29,2024-03-06,Pending,OriginatePro
L-100198,B-26187,Student,2019-08-03,2049-02-26,412992.28,346931.76,0.0482,360,CO,Other,G,15 years,100k-150k,Fully Paid,0,Delta Financial,2020-02-23,2024-07-27,Expired,OriginatePro
L-101543,B-13994,Mortgage,2021-01-14,2050-08-10,288602.93,244134.69,0.0404,360,AL,Debt Consolidation,C,18 years,50k-100k,Late (16-30 days),26,Gamma Collections,2022-07-02,2024-03-25,Missing,Manual
L-101544,B-16443,Mortgage,2019-10-09,2024-09-12,20100.24,17449.63,0.1093,60,LA,Medical Expenses,C,19 years,>150k,Fully Paid,0,Beta Loan Servicers,2020-07-25,2024-04-18,Expired,Legacy
L-101545,B-28972,Personal,2018-12-28,2028-11-05,170665.17,140077.54,0.1274,120,MI,Other,E,20 years,<50k,Fully Paid,0,Beta Loan Servicers,2021-08-19,2024-07-01,Expired,Legacy
L-101546,B-47753,Auto,2019-12-12,2024-11-15,134762.97,58595.91,0.073,60,MD,Major Purchase,C,14 years,>150k,Fully Paid,0,Gamma Collections,2020-02-22,2024-01-09,Available,LendingWeb
L-101547,B-67101,Student,2020-11-29,2025-11-03,22462.19,18429.42,0.0695,60,MN,Major Purchase,G,4 years,50k-100k,Charged Off,174,Delta Financial,2022-06-25,2024-08-24,Expired,LendingWeb
L-101548,B-65780,Mortgage,2018-10-31,2023-10-05,197729.65,171468.24,0.08,60,FL,Home Improvement,G,18 years,<50k,Current,0,Alpha Servicing,2021-02-25,2024-04-18,Expired,Legacy
L-101549,B-46627,Student,2021-02-08,2050-09-04,451762.64,73959.51,0.0993,360,AL,Home Improvement,E,0 years,50k-100k,Late (31-120 days),62,Gamma Collections,2023-08-04,2024-06-24,Missing,OriginatePro
L-101550,B-84650,Personal,2021-06-15,2024-05-30,296615.06,208457.65,0.0612,36,OR,Other,A,11 years,50k-100k,Late (31-120 days),143,Beta Loan Servicers,2023-02-09,2024-04-19,Pending,Legacy
L-101551,B-63587,Student,2020-05-30,2023-05-15,410936.37,150034.89,0.0565,36,TX,Other,D,15 years,<50k,Closed,0,Gamma Collections,2022-12-01,2024-07-27,Expired,LendingWeb
L-101552,B-59807,Mortgage,2019-11-15,2029-09-23,388277.69,330583.06,0.0942,120,ID,Home Improvement,E,5 years,<50k,Closed,0,Alpha Servicing,2021-06-06,2024-04-05,Missing,LendingWeb
L-101553,B-37481,Auto,2022-11-25,2032-10-03,216411.49,147591.44,0.1118,120,NV,Major Purchase,D,20 years,>150k,Charged Off,35,Delta Financial,2023-10-06,2024-06-26,Missing,Manual
L-101554,B-45232,Personal,2021-08-26,2051-03-22,170687.86,27903.97,0.0729,360,IL,Debt Consolidation,D,10 years,100k-150k,Fully Paid,0,Gamma Collections,2023-06-01,2024-03-17,Expired,LendingWeb
L-101555,B-80444,Student,2021-02-06,2024-01-22,483649.15,73270.92,0.1063,36,ND,Major Purchase,F,5 years,>150k,Default,113,Alpha Servicing,2023-07-15,2024-02-26,Expired,Manual
L-101556,B-43708,Personal,2020-07-06,2030-05-15,308498.63,118609.75,0.0682,120,WY,Credit Card Refinancing,G,20 years,>150k,Late (31-120 days),59,Delta Financial,2021-10-30,2024-07-08,Available,Legacy
L-101557,B-84150,Mortgage,2021-12-08,2026-11-12,35207.65,6626.28,0.1241,60,AZ,Debt Consolidation,G,10 years,>150k,Fully Paid,0,Beta Loan Servicers,2022-07-02,2024-05-05,Missing,LendingWeb
L-101558,B-80968,Mortgage,2021-06-04,2026-05-09,242400.69,103788.18,0.0359,60,SD,Medical Expenses,G,8 years,>150k,Fully Paid,0,Alpha Servicing,2021-09-26,2024-01-09,Available,OriginatePro
L-101559,B-35760,Personal,2018-01-21,2021-01-05,420060.15,154126.42,0.0563,36,WV,Home Improvement,C,16 years,>150k,Default,155,Alpha Servicing,2020-09-27,2024-06-11,Pending,LendingWeb
L-101560,B-64634,Auto,2021-11-14,2026-10-19,294956.42,240093.64,0.0349,60,NV,Major Purchase,G,8 years,>150k,Fully Paid,0,Beta Loan Servicers,2023-05-05,2024-03-02,Pending,OriginatePro
L-101561,B-61784,Personal,2018-09-15,2021-08-30,301653.9,67125.72,0.0937,36,MN,Major Purchase,D,20 years,50k-100k,Closed,0,Gamma Collections,2020-11-08,2024-01-06,Available,LendingWeb
L-101562,B-52071,Mortgage,2020-10-04,2023-09-19,338420.92,156753.52,0.135,36,OK,Home Improvement,A,5 years,>150k,Late (16-30 days),22,Gamma Collections,2021-06-13,2024-06-13,Expired,LendingWeb
L-101563,B-47823,Student,2018-01-11,2047-08-07,282783.44,204002.58,0.0327,360,NM,Credit Card Refinancing,A,18 years,<50k,Charged Off,160,Alpha Servicing,2019-05-23,2024-08-12,Pending,Legacy
L-101564,B-30077,Personal,2021-05-09,2024-04-23,397765.4,231981.66,0.0498,36,IN,Other,A,13 years,100k-150k,Charged Off,169,Beta Loan Servicers,2022-11-22,2024-04-17,Pending,Manual
L-101565,B-45666,Student,2022-12-28,2052-07-23,178499.96,129252.82,0.0999,360,AZ,Major Purchase,A,11 years,100k-150k,Late (31-120 days),187,Gamma Collections,2024-11-21,2024-04-21,Pending,OriginatePro
L-101566,B-66611,Student,2023-07-11,2026-06-25,171461.38,73457.79,0.0976,36,GA,Other,A,18 years,100k-150k,Closed,0,Alpha Servicing,2024-12-20,2024-07-23,Missing,LendingWeb
L-101567,B-24752,Personal,2020-05-12,2030-03-21,298902.47,141469.63,0.1493,120,TX,Debt Consolidation,A,3 years,100k-150k,Fully Paid,0,Gamma Collections,2021-09-27,2024-08-28,Missing,LendingWeb
L-101568,B-90551,Personal,2020-09-11,2023-08-27,410230.36,257382.86,0.1133,36,NM,Home Improvement,B,11 years,100k-150k,Default,159,Gamma Collections,2021-11-25,2024-05-04,Missing,LendingWeb
L-101569,B-45437,Student,2021-06-19,2024-06-03,199786.42,72530.3,0.1078,36,NJ,Home Improvement,E,10 years,50k-100k,Late (16-30 days),29,Beta Loan Servicers,2023-01-19,2024-06-12,Pending,Legacy
L-101570,B-98362,Personal,2023-06-14,2033-04-22,417267.86,162609.41,0.0902,120,TN,Major Purchase,D,1 years,50k-100k,Closed,0,Gamma Collections,2025-04-17,2024-02-25,Missing,Manual
L-101571,B-31973,Mortgage,2020-05-24,2030-04-02,224799.6,76536.71,0.0858,120,KY,Major Purchase,G,18 years,>150k,Fully Paid,0,Alpha Servicing,2021-03-10,2024-08-22,Expired,OriginatePro
L-101572,B-48121,Auto,2021-12-01,2031-10-10,288093.29,258061.06,0.0922,120,IN,Major Purchase,C,11 years,>150k,Current,0,Alpha Servicing,2023-04-17,2024-01-07,Expired,Legacy
L-101573,B-12529,Auto,2023-02-28,2033-01-06,309808.47,38723.53,0.1316,120,WI,Debt Consolidation,D,1 years,>150k,Default,177,Gamma Collections,2024-11-07,2024-01-16,Expired,OriginatePro
L-101574,B-79337,Personal,2021-07-09,2024-06-23,201944.89,133870.98,0.0432,36,MS,Medical Expenses,G,7 years,>150k,Default,133,Beta Loan Servicers,2022-08-04,2024-04-26,Expired,Manual
L-101575,B-41477,Personal,2021-12-29,2051-07-25,27510.34,4022.96,0.0454,360,OH,Medical Expenses,B,8 years,<50k,Late (16-30 days),19,Gamma Collections,2024-05-16,2024-02-25,Missing,Legacy
L-101576,B-19753,Personal,2020-02-16,2023-01-31,303782.5,251720.39,0.0672,36,NY,Other,C,19 years,50k-100k,Default,134,Beta Loan Servicers,2021-02-01,2024-08-23,Expired,Manual
L-101577,B-18199,Personal,2023-11-01,2026-10-16,102028.52,72860.11,0.1468,36,TX,Debt Consolidation,F,1 years,>150k,Fully Paid,0,Beta Loan Servicers,2026-03-03,2024-06-25,Expired,LendingWeb
L-101578,B-83494,Mortgage,2022-05-16,2025-04-30,259264.75,228009.75,0.0711,36,TX,Major Purchase,B,15 years,100k-150k,Fully Paid,0,Alpha Servicing,2022-11-06,2024-07-14,Available,Legacy
L-101579,B-26548,Mortgage,2020-03-14,2025-02-16,42401.62,25496.03,0.05,60,HI,Major Purchase,A,3 years,>150k,Closed,0,Beta Loan Servicers,2022-08-24,2024-06-26,Pending,Manual
L-101580,B-51742,Student,2020-12-17,2030-10-26,191883.48,76339.16,0.0558,120,MS,Other,G,10 years,100k-150k,Late (31-120 days),50,Alpha Servicing,2022-07-03,2024-02-26,Pending,Legacy
L-101581,B-38027,Student,2023-01-18,2027-12-23,258048.65,29580.7,0.0706,60,AR,Home Improvement,E,20 years,<50k,Fully Paid,0,Beta Loan Servicers,2024-05-17,2024-07-17,Pending,Legacy
L-101582,B-80393,Personal,2023-07-28,2026-07-12,133784.54,85168.38,0.0499,36,CA,Credit Card Refinancing,F,16 years,50k-100k,Late (16-30 days),19,Gamma Collections,2024-05-26,2024-01-04,Available,OriginatePro
L-101583,B-68053,Mortgage,2020-04-28,2049-11-22,10651.87,1078.99,0.0878,360,WY,Major Purchase,C,14 years,>150k,Current,0,Alpha Servicing,2021-08-02,2024-08-14,Available,OriginatePro
L-101584,B-70952,Student,2019-08-15,2029-06-23,6278.91,2742.97,-0.018902632313825475,120,CA,Other,D,5 years,<50k,Default,68,Alpha Servicing,2020-06-28,2024-07-18,Available,LendingWeb
L-101585,B-23497,Student,2020-06-29,2023-06-14,116963.16,89089.45,0.0494,36,MD,Other,C,12 years,100k-150k,Charged Off,140,Delta Financial,2021-05-30,2024-02-19,Available,Manual
L-101586,B-14850,Personal,2020-08-02,2023-07-18,196517.32,162987.18,0.1255,36,OR,Debt Consolidation,E,15 years,<50k,Late (16-30 days),20,Beta Loan Servicers,2021-08-11,2024-02-23,Expired,Legacy
L-101587,B-26172,Auto,2022-03-11,2025-02-23,97974.96,87665.65,0.0471,36,MT,Major Purchase,A,14 years,100k-150k,Late (16-30 days),17,Gamma Collections,2024-11-09,2024-04-03,Missing,Manual
L-101588,B-28159,Personal,2019-12-05,2049-06-30,398965.7,84770.85,0.0436,360,OR,Other,G,0 years,>150k,Current,102,Alpha Servicing,2020-05-27,2024-04-07,Pending,OriginatePro
L-101589,B-75992,Personal,2020-02-26,2023-02-10,7109.56,2770.38,-0.03014734354084438,36,MA,Debt Consolidation,D,9 years,100k-150k,Late (31-120 days),127,Beta Loan Servicers,2022-05-26,2024-06-04,Available,OriginatePro
L-101590,B-20680,Personal,2018-07-12,2021-06-26,79518.2,42499.6,0.0527,36,OR,Credit Card Refinancing,C,16 years,>150k,Charged Off,179,Alpha Servicing,2021-03-22,2024-04-11,Expired,Legacy
L-101591,B-74589,Student,2018-11-30,2048-06-25,351133.14,89116.35,0.0714,360,NC,Major Purchase,A,18 years,100k-150k,Current,0,Beta Loan Servicers,2019-09-15,2024-07-01,Pending,Legacy
L-101592,B-61401,Personal,2020-08-07,2030-06-16,108372.78,49696.99,0.097,120,DE,Medical Expenses,D,12 years,>150k,Default,142,Alpha Servicing,2020-09-15,2024-07-09,Missing,LendingWeb
L-101593,B-52545,Student,2020-08-13,2023-07-29,321331.11,153575.48,0.0584,36,IA,Home Improvement,B,8 years,>150k,Fully Paid,0,Delta Financial,2021-08-19,2024-08-09,Pending,Legacy
L-101594,B-10042,Personal,2021-02-24,2024-02-09,295391.09,195173.05,0.148,36,WA,Home Improvement,G,3 years,<50k,Late (31-120 days),130,Alpha Servicing,2023-08-20,2024-06-28,Pending,OriginatePro
L-101595,B-73392,Auto,2023-02-07,2032-12-16,409726.08,276358.29,0.0659,120,NM,Major Purchase,G,3 years,<50k,Current,0,Alpha Servicing,2024-07-16,2024-08-13,Pending,Manual
L-101596,B-57455,Personal,2021-12-09,2051-07-05,174003.15,38260.93,0.0978,360,NJ,Home Improvement,B,12 years,50k-100k,Late (31-120 days),160,Gamma Collections,2022-10-09,2024-01-25,Missing,Legacy
L-101597,B-89803,Personal,2022-04-07,2032-02-14,372113.28,40607.32,0.0821,120,WA,Medical Expenses,F,19 years,50k-100k,Closed,0,Delta Financial,2022-07-15,2024-04-17,Missing,Manual
L-101598,B-81809,Student,2018-05-19,2047-12-13,442160.21,359165.2,-0.036343460840632086,360,MS,Major Purchase,A,20 years,50k-100k,Charged Off,175,Delta Financial,2018-11-12,2024-07-08,Expired,Manual
L-101599,B-87235,Mortgage,2022-12-24,2025-12-08,336689.58,56671.32,0.1436,36,WI,Home Improvement,C,3 years,50k-100k,Charged Off,183,Delta Financial,2023-07-18,2024-03-22,Available,Manual
L-100992,B-80731,Mortgage,2021-03-23,2026-02-25,86161.91,21891.49,0.143,60,KS,Debt Consolidation,G,4 years,50k-100k,Charged Off,181,Beta Loan Servicers,2022-01-05,2024-05-13,Available,Manual
L-101601,B-13608,Student,2020-11-25,2025-10-30,341625.22,34792.78,0.1034,60,TN,Home Improvement,B,10 years,>150k,Charged Off,131,Gamma Collections,2023-03-02,2024-03-20,Pending,Legacy
L-101602,B-27896,Personal,2020-09-20,2050-04-16,359124.21,49863.72,0.1243,360,KY,Credit Card Refinancing,E,17 years,100k-150k,Late (31-120 days),167,Delta Financial,2022-12-27,2024-06-08,Available,Legacy
L-101603,B-85845,Auto,2020-11-14,2025-10-19,184244.45,160378.98,0.1385,60,ND,Debt Consolidation,C,7 years,>150k,Default,108,Beta Loan Servicers,2021-12-22,2024-06-26,Available,Manual
L-101604,B-83024,Student,2023-12-12,2053-07-07,274456.44,33464.59,0.0517,360,IA,Other,E,4 years,50k-100k,Current,0,Beta Loan Servicers,2026-07-08,2024-02-16,Available,Legacy
L-101605,B-91452,Personal,2023-01-01,2022-01-01,461639.3,397534.41,0.1231,360,XX,Home Improvement,E,15 years,>150k,Late (16-30 days),30,Delta Financial,2023-02-24,2024-02-09,Missing,LendingWeb
L-101606,B-84368,Personal,2022-08-02,2027-07-07,290257.24,55288.27,0.1399,60,OR,Major Purchase,C,9 years,<50k,Default,33,Beta Loan Servicers,2023-03-19,2024-03-18,Available,Manual
L-101607,B-10588,Auto,2021-08-20,2024-08-04,352283.99,85618.38,0.0885,36,MI,Other,A,4 years,<50k,Late (16-30 days),26,Beta Loan Servicers,2023-10-07,2024-01-03,Expired,LendingWeb
L-101608,B-49001,Personal,2021-01-17,2024-01-02,202182.68,105915.79,0.1043,36,TX,Other,A,1 years,100k-150k,Default,137,Beta Loan Servicers,2023-07-31,2024-08-11,Available,Legacy
L-101609,B-56597,Mortgage,2022-07-20,2052-02-13,130166.87,30803.75,0.0361,360,WA,Major Purchase,A,15 years,100k-150k,Late (31-120 days),169,Beta Loan Servicers,2023-03-13,2024-01-19,Pending,Manual
L-101610,B-28580,Mortgage,2020-06-04,2049-12-29,269779.81,166025.55,0.0811,360,CO,Credit Card Refinancing,C,14 years,50k-100k,Late (16-30 days),18,Delta Financial,2021-11-13,2024-02-09,Pending,Legacy
L-101611,B-91390,Student,2018-01-29,2021-01-13,185666.38,125862.03,0.0979,36,NY,Medical Expenses,G,15 years,50k-100k,Current,0,Beta Loan Servicers,2019-02-21,2024-02-19,Missing,Legacy
L-101612,B-25618,Mortgage,2021-12-16,2026-11-20,122946.09,81639.35,0.1463,60,XX,Debt Consolidation,G,8 years,50k-100k,Closed,0,Delta Financial,2023-09-06,2024-06-17,Missing,Legacy
L-101613,B-55045,Personal,2021-08-14,2024-07-29,43276.04,33489.35,0.1262,36,TN,Major Purchase,A,9 years,50k-100k,Current,108,Delta Financial,2022-08-21,2024-08-10,Available,LendingWeb
L-101614,B-34054,Personal,2023-03-31,2028-03-04,293497.83,66553.88,0.0456,60,RI,Debt Consolidation,E,17 years,50k-100k,Fully Paid,0,Alpha Servicing,2023-10-29,2024-05-21,Expired,Manual
L-101615,B-40885,Student,2023-03-04,2052-09-27,90066.29,63154.21,0.0656,360,SD,Credit Card Refinancing,B,20 years,100k-150k,Closed,0,Gamma Collections,2024-12-30,2024-08-17,Expired,OriginatePro
L-101616,B-89115,Student,2022-01-22,2051-08-18,59607.23,49068.84,0.1203,360,MD,Home Improvement,E,20 years,<50k,Closed,0,Beta Loan Servicers,2023-11-11,2024-01-25,Missing,LendingWeb
L-101617,B-79984,Auto,2021-04-30,2026-04-04,150040.69,84764.87,0.0803,60,AR,Other,A,1 years,100k-150k,Current,0,Alpha Servicing,2022-08-02,2024-06-16,Missing,Manual
L-101618,B-64421,Mortgage,2021-03-25,2026-02-27,205731.19,134881.13,0.1463,60,FL,Home Improvement,C,8 years,50k-100k,Current,0,Beta Loan Servicers,2022-06-20,2024-04-02,Available,LendingWeb
L-101619,B-92513,Auto,2019-02-15,2028-12-24,78412.7,23004.83,0.1433,120,DE,Major Purchase,B,5 years,>150k,Late (31-120 days),47,Gamma Collections,2020-08-01,2024-06-14,Available,Legacy
L-101620,B-93117,Auto,2023-11-07,2033-09-15,67307.49,39597.07,0.0567,120,MI,Medical Expenses,E,8 years,>150k,Closed,0,Gamma Collections,2024-05-22,2024-03-19,Missing,LendingWeb
L-101621,B-90800,Student,2022-08-29,2052-03-24,394820.73,291298.85,0.0399,360,MN,Home Improvement,G,19 years,<50k,Closed,0,Beta Loan Servicers,2023-03-17,2024-07-25,Missing,LendingWeb
L-101622,B-70944,Mortgage,2022-07-08,2032-05-16,10245.9,6923.79,0.0472,120,OR,Debt Consolidation,E,1 years,<50k,Default,107,Delta Financial,2023-09-27,2024-02-28,Pending,LendingWeb
L-101623,B-29090,Student,2023-08-24,2053-03-19,128462.68,88643.94,0.069,360,KY,Other,A,9 years,50k-100k,Fully Paid,0,Beta Loan Servicers,2024-01-28,2024-07-20,Expired,OriginatePro
L-101624,B-18017,Student,2022-12-20,2032-10-28,406655.27,127735.13,0.0985,120,SC,Home Improvement,C,7 years,>150k,Charged Off,35,Gamma Collections,2023-12-12,2024-04-24,Missing,LendingWeb
L-101625,B-32874,Student,2020-06-30,2030-05-09,231053.43,68968.52,0.1258,120,NC,Debt Consolidation,B,7 years,<50k,Default,90,Gamma Collections,2021-07-13,2024-04-21,Missing,Legacy
,B-33696,Mortgage,2022-09-30,2032-08-08,55228.08,13418.81,0.0652,120,NM,Credit Card Refinancing,A,20 years,100k-150k,Late (16-30 days),27,Delta Financial,2023-04-09,2024-01-08,Missing,LendingWeb
L-101627,B-15874,Personal,2018-10-25,2048-05-20,28857.89,8623.62,0.0458,360,CT,Debt Consolidation,D,2 years,100k-150k,Late (31-120 days),114,Delta Financial,2019-01-18,2024-05-21,Available,LendingWeb
L-101628,B-29907,Mortgage,2021-05-10,2031-03-19,199668.78,31341.04,0.1012,120,HI,Credit Card Refinancing,G,11 years,<50k,Late (16-30 days),21,Beta Loan Servicers,2022-11-13,2024-01-16,Available,Legacy
L-101629,B-42698,Personal,2018-03-29,2028-02-05,359170.93,100054.62,0.1126,120,SC,Credit Card Refinancing,G,2 years,>150k,Current,0,Gamma Collections,2020-04-05,2024-08-28,Pending,LendingWeb
L-101630,B-75034,Auto,2022-05-26,2051-12-20,399783.21,95525.05,0.0918,360,TN,Home Improvement,C,13 years,50k-100k,Current,0,Delta Financial,2022-10-26,2024-07-05,Available,LendingWeb
L-101631,B-66698,Mortgage,2021-07-18,2026-06-22,9582.78,6931.06,0.085,60,CA,Credit Card Refinancing,A,9 years,50k-100k,Current,0,Gamma Collections,2023-04-30,2024-07-17,Pending,Manual
L-101632,B-88072,Student,2023-03-02,2026-02-14,156505.61,101520.63,0.1131,36,NV,Debt Consolidation,E,1 years,<50k,Current,0,Alpha Servicing,2023-06-20,2024-05-25,Expired,Legacy
L-101633,B-16560,Mortgage,2019-09-02,2049-03-28,416373.72,216329.46,0.0969,360,OH,Medical Expenses,B,1 years,100k-150k,Closed,0,Delta Financial,2021-08-04,2024-02-13,Missing,Legacy
L-101634,B-63429,Student,2021-12-14,2024-11-28,266083.9,172433.33,0.1419,36,RI,Debt Consolidation,C,20 years,<50k,Fully Paid,0,Delta Financial,2022-12-21,2024-07-25,Missing,Manual
L-101635,B-72735,Mortgage,2023-11-17,2026-11-01,10955.6,9415.21,0.1157,36,HI,Debt Consolidation,F,20 years,<50k,Fully Paid,0,Gamma Collections,2025-03-19,2024-03-21,Missing,Manual
L-101636,B-37627,Personal,2022-09-17,2032-07-26,13782.59,7065.12,0.1173,120,VA,Debt Consolidation,E,7 years,<50k,Closed,0,Delta Financial,2024-06-26,2024-08-17,Pending,Legacy
L-101637,B-94088,Personal,2021-11-20,2031-09-29,305744.61,80574.6,0.0854,120,CO,Credit Card Refinancing,D,15 years,100k-150k,Charged Off,40,Delta Financial,2023-01-12,2024-07-15,Pending,Legacy
L-101638,B-83555,Personal,2023-07-06,2026-06-20,46580.54,15998.44,0.0817,36,MN,Other,E,11 years,>150k,Late (16-30 days),20,Beta Loan Servicers,2026-03-10,2024-02-17,Available,Manual
L-101639,B-37460,Mortgage,2018-03-08,2021-02-20,71677.84,37516.52,0.1454,36,NV,Credit Card Refinancing,G,6 years,50k-100k,Closed,0,Delta Financial,2020-03-27,2024-08-16,Missing,Legacy
L-101640,B-98736,Mortgage,2019-02-12,2048-09-07,250088.89,136490.42,0.043,360,HI,Major Purchase,A,11 years,100k-150k,Charged Off,154,Beta Loan Servicers,2019-03-26,2023-01-01,Pending,Legacy
L-101641,B-28152,Personal,2021-04-03,2031-02-10,164018.7,102765.48,0.1496,120,ME,Medical Expenses,A,16 years,<50k,Fully Paid,0,Beta Loan Servicers,2022-12-05,2024-08-13,Expired,OriginatePro
L-101642,B-78213,Student,2019-07-08,2029-05-16,191865.73,79313.88,0.0316,120,WY,Credit Card Refinancing,B,16 years,50k-100k,Closed,0,Alpha Servicing,2019-09-04,2024-01-19,Available,LendingWeb
L-101643,B-39281,Personal,2019-10-07,2029-08-15,311138.36,87373.98,0.0321,120,VT,Other,C,3 years,>150k,Charged Off,175,Delta Financial,2020-09-22,2023-01-01,Expired,OriginatePro
L-101644,B-77106,Student,2020-03-08,2030-01-15,54389.17,31790.92,0.0753,120,GA,Credit Card Refinancing,B,14 years,100k-150k,Fully Paid,0,Delta Financial,2020-06-03,2024-01-06,Missing,OriginatePro
L-101645,B-14896,Mortgage,2020-07-08,2030-05-17,24281.72,9853.36,0.0862,120,CT,Home Improvement,C,2 years,100k-150k,Charged Off,175,Alpha Servicing,2022-11-30,2024-05-04,Missing,Legacy
L-101646,B-54146,Auto,2022-08-18,2052-03-13,218521.44,145909.02,0.1261,360,ID,Home Improvement,E,4 years,>150k,Charged Off,172,Gamma Collections,2024-11-14,2024-05-16,Available,Manual
L-101647,B-35388,Student,2018-12-06,2028-10-14,74564.86,30774.89,0.0688,120,OK,Credit Card Refinancing,C,9 years,50k-100k,Current,0,Beta Loan Servicers,2019-06-17,2024-05-23,Missing,LendingWeb
L-101648,B-80345,Student,2020-02-23,2023-02-07,125936.6,59088.39,0.0854,36,MD,Credit Card Refinancing,A,7 years,<50k,Closed,0,Alpha Servicing,2022-10-15,2024-01-23,Missing,Manual
L-101649,B-99003,Student,2019-05-14,2029-03-22,395053.2,230484.4,0.0598,120,OR,Major Purchase,A,12 years,<50k,Current,0,Gamma Collections,2020-09-20,2024-02-28,Available,Legacy
L-101650,B-86042,Mortgage,2021-07-15,2051-02-08,478424.47,306781.65,0.0472,360,MD,Other,D,13 years,50k-100k,Late (31-120 days),47,Alpha Servicing,2022-03-27,2024-05-03,Pending,Legacy
L-101651,B-35952,Auto,2023-10-14,2026-09-28,59877.85,47081.49,0.1326,36,SD,Debt Consolidation,C,0 years,100k-150k,Current,0,Beta Loan Servicers,2024-04-21,2024-06-21,Available,Manual
L-101652,B-86971,Auto,2021-06-22,2031-05-01,227965.79,114407.47,0.0797,120,OR,Other,C,1 years,>150k,Default,56,Gamma Collections,2023-05-29,2024-08-17,Missing,Legacy
L-101653,B-12854,Mortgage,2019-03-05,2029-01-11,405615.49,155330.44,0.1393,120,LA,Credit Card Refinancing,D,4 years,50k-100k,Default,114,Delta Financial,2020-12-08,2024-05-26,Available,Manual
L-101654,B-45091,Auto,2020-06-30,2025-06-04,429636.46,365142.56,0.0619,60,SC,Other,E,19 years,>150k,Current,0,Beta Loan Servicers,2021-04-08,2024-02-23,Missing,Manual
L-101655,B-90592,Personal,2018-12-31,2023-12-05,408831.07,173187.54,0.0661,60,AL,Major Purchase,A,7 years,50k-100k,Default,146,Gamma Collections,2019-09-26,2024-02-23,Available,LendingWeb
L-101656,B-74082,Student,2020-09-15,2023-08-31,344295.32,44401.9,0.0332,36,OH,Medical Expenses,D,20 years,100k-150k,Late (31-120 days),135,Alpha Servicing,2021-04-02,2024-06-08,Expired,Legacy
L-101657,B-60921,Personal,2018-03-29,2021-03-13,144044.92,47891.26,0.0925,36,NJ,Medical Expenses,C,17 years,>150k,Closed,0,Gamma Collections,2019-09-30,2024-05-17,Available,Manual
L-101658,B-11588,Mortgage,2022-07-19,2025-07-03,17549.82,2506.92,0.137,36,NJ,Debt Consolidation,G,2 years,>150k,Default,87,Delta Financial,2023-07-04,2024-05-20,Missing,OriginatePro
L-101659,B-14846,Student,2023-12-02,2026-11-16,59770.8,48293.24,0.0831,36,OR,Other,G,13 years,<50k,Current,0,Gamma Collections,2025-09-22,2024-01-06,Available,LendingWeb
L-101660,B-47567,Personal,2018-12-19,2028-10-27,170422.86,97743.38,0.0837,120,IA,Home Improvement,B,16 years,100k-150k,Fully Paid,0,Delta Financial,2021-01-05,2024-06-12,Missing,OriginatePro
L-101661,B-84389,Auto,2023-05-21,2026-05-05,410179.04,-500.0,0.0732,36,AL,Debt Consolidation,C,19 years,50k-100k,Current,107,Delta Financial,2024-06-10,2024-04-24,Expired,Legacy
L-101662,B-90402,Student,2023-02-13,2028-01-18,56364.0,26127.19,0.1454,60,MD,Major Purchase,F,4 years,100k-150k,Charged Off,157,Beta Loan Servicers,2025-10-21,2024-04-26,Pending,Manual
L-101663,B-53197,Mortgage,2019-09-21,2049-04-16,331132.27,135902.06,0.0844,360,CO,Credit Card Refinancing,F,2 years,50k-100k,Late (31-120 days),178,Beta Loan Servicers,2022-01-08,2024-02-25,Expired,Manual
